item,category,cost,fling_power,fling_effect,flavor_text,name
i_7124c49b,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cas403
i_aa781793,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cas153
i_0b02ef43,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cas542
i_8cea88bc,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cas219
i_602c68bc,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cnc3449
i_5874006a,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cnc3429
i_42d22143,22.0,0.0,,,A mysterious object made of wood. Part of it seems tobe chipped. Maybe its meant to be part of something.,Wooden Crown
i_684c2566,37.0,6000.0,10.0,,The user creates a substitute for itself using some ofits HP. The substitute serves as the users decoy.,TR20
i_cedde908,43.0,0.0,,,It raises the Sp. Def stat of a Pokémon in battleimmensely. It wears off if the Pokémonis withdrawn.,X Sp. Def 6
i_46e33217,43.0,0.0,,,It raises the Defense stat of a Pokémon in battleimmensely. It wears off if the Pokémonis withdrawn.,X Defense 6
i_d3bf7c1a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Eri984
i_560702a9,,2200.0,20.0,,One of the many ingredients that can be used forcooking at your camp. Whether this is the kind ofvegetable stalk that Farfetchd like is unknown.,Large Leek
i_77e51876,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Ditto Candy
i_4b324448,,0.0,,,It sharply raises the Defense stat of a Pokémon inbattle. It wears off if the Pokémon is withdrawn.,X Defense 2
i_170e15ed,26.0,10000.0,30.0,,A candy that is packed with energy. When consumedit will instantly raise the level of a single Pokémonby one.,Rare Candy
i_82a7f401,26.0,10000.0,30.0,,A candy that is packed with energy. When consumedit will instantly raise the level of a single Pokémonby one.,Rare Candy
i_a1f7e5a6,21.0,0.0,,,An awesome high-tech fishing rod. Use it at anybody of water to fish for wild aquatic Pokémon.,Super Rod
i_dda80036,45.0,1000.0,50.0,,A memory disc that contains Electric-type data.It changes the type of the holder if held bya certain species of Pokémon.,Electric Memory
i_c652fed1,51.0,150.0,10.0,,"One of the many ingredients that can be used forcooking at your camp. It’s been a while since it wasfried, so it’s gotten greasy.",Fried Food
i_d610a983,51.0,2200.0,20.0,,One of the many ingredients that can be used forcooking at your camp. Even just one boiled egg canreally enhance a dish.,Boiled Egg
i_2f7ae84f,26.0,20.0,,,"A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher, it will increase thatPokémon’s Attack stat.",Mighty Candy XL
i_47c72ed7,26.0,20.0,,,"A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher, it will increasethat Pokémon’s HP.",Health Candy XL
i_a3b6332b,26.0,20.0,,,"A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher, it will increase thatPokémon’s Speed stat.",Quick Candy L
i_1d0ee398,26.0,20.0,,,"A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher, it will increase thatPokémon’s Sp. Def stat.",Courage Candy L
i_f6e6284d,26.0,20.0,,,"A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher, it will increase thatPokémon’s Speed stat.",Quick Candy XL
i_d3e30ad7,26.0,20.0,,,"A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher, it will increase thatPokémon’s Sp. Def stat.",Courage Candy XL
i_032faeef,26.0,20.0,,,"A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher, it will increase thatPokémon’s Sp. Atk stat.",Smart Candy XL
i_50e35c43,26.0,20.0,,,"A huge candy that is packed with energy. When givento a Pokémon at Lv. 60 or higher, it will increasethat Pokémon’s Defense stat.",Tough Candy XL
i_2cb73a37,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Charmander Candy
i_88d2b150,47.0,20.0,,,"A candy that is packed with energy. When given tocertain Pokémon, it will increase all their stats at once.",Bulbasaur Candy
i_1a8e5086,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Ditto Candy
i_b03e5094,22.0,0.0,,,A coupon to be exchanged for a Pokémon Watch—Pokétch for short. Three coupons are needed.,Coupon 3
i_702e2dad,22.0,0.0,,,A coupon to be exchanged for a Pokémon Watch—Pokétch for short. Three coupons are needed.,Coupon 2
i_c5c1b431,23.0,0.0,,,A folding bike that enables a rider to get aroundmuch faster than with Running Shoes.,Bike
i_80c2bbfd,23.0,0.0,,,,Holo Caster
i_873f2ee2,22.0,0.0,,,A ticket required for sailing on the ferry S.S. Aqua.It has a drawing of a ship on its front.,S.S. Ticket
i_fff8a5e2,20.0,0.0,,,A flute that puts out echoing sounds that do notseem to be of this world. No one knows whomade it.,Azure Flute
i_eaab0ec9,23.0,0.0,,,The Xtransceiver found at the Nimbasa Cityamusement park. It seems it belongs to a girl.,Dropped Item
i_a51bc23a,23.0,0.0,,,,Dropped Item
i_9bf04cf8,22.0,0.0,,,A coupon to be exchanged for a Pokémon Watch—Pokétch for short. Three coupons are needed.,Coupon 1
i_285d8809,23.0,0.0,,,,Storage Key
i_6774aa74,22.0,0.0,,,"A stone formed by boulders melting in intensely hotmagma, then hardening. Magma remains sealedinside it.",Magma Stone
i_f95f181b,21.0,0.0,,,A pass required for entering Pokémon Contests.It has a drawing of an award ribbon on its front.,Contest Pass
i_c268f900,51.0,400.0,10.0,,One of the many ingredients that can be used forcooking at your camp. The chewy texture of themushrooms transforms any dish they’re added to.,Mixed Mushrooms
i_c0a9ce02,20.0,,,,,Old Sea Map
i_5f1c10d6,18.0,300.0,10.0,,A flower nectar obtained at Ula’ula Meadow.It changes the form of certain species of Pokémon.,Red Nectar
i_a1f87af3,24.0,1000.0,30.0,,A mysterious gold leaf. No trees with this leaf havebeen found yet.,Gold Leaf
i_a844d64f,37.0,10000.0,,,The user attacks and steals the targets held itemsimultaneously. The user cant steal anything if italready holds an item.,TM23
i_ee915b26,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Ampharos hold it, and this stone will enable itto Mega Evolve during battle.",Ampharosite
i_fa14b22b,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Gardevoir hold it, and this stone will enable itto Mega Evolve during battle.",Gardevoirite
i_6f667e35,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Gengar hold it, and this stone will enable it toMega Evolve during battle.",Gengarite
i_59d95d67,32.0,200.0,30.0,,"A fertilizer for growing Berries. However, it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.",Amaze Mulch
i_94a0ddf0,32.0,200.0,30.0,,"A fertilizer for growing Berries. However, it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.",Boost Mulch
i_62b8f6f4,32.0,200.0,30.0,,"A fertilizer for growing Berries. However, it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.",Surprise Mulch
i_e3fc2be5,32.0,200.0,30.0,,"A fertilizer for growing Berries. However, it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.",Rich Mulch
i_f195eea5,12.0,4000.0,80.0,,An item to be held by a Pokémon. These gogglesprotect the holder from both weather-relateddamage and powder.,Safety Goggles
i_10001a7a,26.0,300.0,20.0,,An item for use on a Pokémon. It slightly increasesthe Sp. Def base points of a single Pokémon.,Clever Feather
i_deb0169a,26.0,300.0,20.0,,An item for use on a Pokémon. It slightly increasesthe Sp. Def base points of a single Pokémon.,Clever Feather
i_1c7ec525,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Charizard hold it, and this stone will enable itto Mega Evolve during battle.",Charizardite X
i_4b0787bf,44.0,0.0,80.0,,"One of a variety of mysterious Mega Stones.Have Venusaur hold it, and this stone will enable itto Mega Evolve during battle.",Venusaurite
i_3df15ad5,37.0,10000.0,,,The user attacks and steals the target’s held itemsimultaneously. The user can’t steal anything if italready holds an item.,TM23
i_a4818848,37.0,1000.0,,,Large boulders are hurled at opposing Pokémon toinflict damage. This may also make the opposingPokémon flinch.,TM22
i_74f1100a,37.0,1000.0,,,The user goes to sleep for two turns. This fullyrestores the user’s HP and heals anystatus conditions.,TM21
i_be52f3ab,37.0,100000.0,,,The user attacks everything around it by causing anexplosion. The user faints upon using this move.,TM20
i_4a2d8c6e,37.0,10000.0,,,The user creates a protective field that preventsstatus conditions for five turns.,TM19
i_818b08dd,37.0,10000.0,,,A wondrous wall of light is put up to reduce damagefrom physical attacks for five turns.,TM18
i_f05dfdc5,37.0,10000.0,,,A wondrous wall of light is put up to reduce damagefrom special attacks for five turns.,TM17
i_876f83cf,37.0,1000.0,,,An earsplitting screech harshly lowers the target’sDefense stat.,TM16
i_9e3d1cdb,50.0,20.0,10.0,,When a Pokémon smells this mint its Sp. Def will growmore easily but its Sp. Atk will grow more slowly.,Careful Mint
i_07159dbf,50.0,,10.0,,When a Pokémon smells this mint its Sp. Def will growmore easily but its Sp. Atk will grow more slowly.,Careful Mint
i_862b8cdd,37.0,10000.0,,,This move enables the user to protect itself fromall attacks. Its chance of failing rises if it is usedin succession.,TM25
i_9d1fca82,37.0,1000.0,,,This attack can be used only if the user is asleep.The harsh noise may also make the target flinch.,TM24
i_51614109,10.0,3000.0,80.0,,A peculiar stone that can make certain species ofPokémon evolve. It sparkles like a glittering eye.,Dawn Stone
i_36dc0c40,10.0,3000.0,80.0,,A peculiar stone that can make certain species ofPokémon evolve. It holds shadows as dark ascan be.,Dusk Stone
i_d8a39196,10.0,3000.0,80.0,,A peculiar stone that can make certain species ofPokémon evolve. It shines with a dazzling light.,Shiny Stone
i_f9b74a6e,24.0,5000.0,100.0,,A rare bone that is extremely valuable for thestudy of Pokémon archeology. It can be sold for ahigh price to shops.,Rare Bone
i_bbb5a321,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedon the land. It appears as though it’s part ofa head.,Skull Fossil
i_1c47d489,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedon the land. It looks to be from some kind ofprotective collar.,Armor Fossil
i_794641df,35.0,10000.0,100.0,,"A piece of amber that still contains the geneticmaterial of an ancient Pokémon. It’s clear with atawny, reddish tint.",Old Amber
i_b10a2431,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedin the sea. It could be a shell or carapace.,Dome Fossil
i_13cd87dd,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedin the sea. It might be a piece of a seashell.,Helix Fossil
i_a64d274c,35.0,7000.0,100.0,,A fossil from a prehistoric Pokémon that once livedin the sea. It appears to be a fragment of a claw.,Claw Fossil
i_66b5ce8a,,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Magmar Candy
i_fb3790f5,47.0,,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Magmar Candy
i_d2e494f1,35.0,,80.0,,A vital item that is needed to keep a stone towerfrom collapsing. Voices can be heard fromit occasionally.,Odd Keystone
i_b8cca164,37.0,1000.0,,,The user stabs the target with a sharp horn.This attack never misses.,TM96
i_0f2529e5,21.0,0.0,,,A commuter pass that allows the holder to ride theTMV between Lumiose City and Kiloude City atany time.,TMV Pass
i_a79d4590,37.0,4000.0,10.0,,"Opposing Pokémon are drenched in an oddpoisonous liquid. This lowers the Attack, Sp. Atk, andSpeed stats of a poisoned target.",TR91
i_6b75837b,37.0,10000.0,90.0,,The user plays rough with the target and attacks it.This may also lower the target’s Attack stat.,TR90
i_1419a4d1,19.0,1000.0,30.0,,An item to be held by a Pokémon. It’s a pair ofshady-looking glasses that boost the power ofDark-type moves.,Black Glasses
i_462495a4,19.0,1000.0,30.0,,An item to be held by a Pokémon. It’s a seedimbued with life-force that boosts the power ofGrass-type moves.,Miracle Seed
i_0e959941,19.0,1000.0,100.0,,An item to be held by a Pokémon. It’s a durablestone that boosts the power of Rock-type moves.,Hard Stone
i_374d91e0,19.0,1000.0,10.0,,"An item to be held by a Pokémon. It’s a loose, silkysand that boosts the power of Ground-type moves.",Soft Sand
i_12428054,37.0,2000.0,10.0,,"The user is roused, and its Attack and Sp. Atkstats increase.",TR85
i_35b86654,37.0,6000.0,80.0,,The user shoots boiling hot water at its target.This may also leave the target with a burn.,TR84
i_f1df6049,37.0,4000.0,10.0,,The user teleports using a strange power andswitches places with one of its allies.,TR83
i_4ed98a05,37.0,4000.0,20.0,,"The user attacks the target with stored power.The more the user’s stats are raised, the greaterthe move’s power.",TR82
i_225df177,37.0,16000.0,110.0,,The user attacks by wrapping its opponent in afierce wind that flies up into the sky. This may alsoconfuse the target.,TR89
i_23745514,37.0,1000.0,,,The user swings its tough tail wildly and attacksopposing Pokémon. This also lowers their Attack stats.,TM99
i_4f92f257,37.0,6000.0,80.0,,The user crashes into its target while rotating itsbody like a drill. Critical hits land more easily.,TR87
i_e17a8ec6,37.0,10000.0,90.0,,The user shrouds itself in electricity and smashesinto its target. This also damages the user a little.,TR86
i_b810200e,22.0,0.0,,,Professor Sonias published writings. Her newdiscoveries about the Galar regions legends arerecorded in this enjoyable read.,Sonias Book
i_d3717ecd,24.0,5000.0,30.0,,A very large and rare mushroom. Its popular witha certain class of collectors.,Big Mushroom
i_cc73b589,24.0,5000.0,30.0,,A very large and rare mushroom. Its popular witha certain class of collectors.,Big Mushroom
i_dc0a70fb,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Com4968
i_020e9d46,33.0,0.0,,,A quite rare Poké Ball that has been crafted inorder to commemorate a special occasion ofsome sort.,Cherish Ball
i_22146f08,27.0,200.0,30.0,,A spray-type medicine for treating wounds. It canbe used to restore 20 HP to a single Pokémon.,Potion
i_16ff7a5c,33.0,300.0,,,A remedial Poké Ball that restores the HP of aPokémon caught with it and eliminates anystatus conditions.,Heal Ball
i_ea69ebe3,33.0,1000.0,,,A somewhat different Poké Ball that has a moresuccessful catch rate if used at the start of awild encounter.,Quick Ball
i_5dd005c7,33.0,20.0,,,A somewhat rare Poké Ball that was made as acommemorative item used to celebrate an event ofsome sort.,Premier Ball
i_af15b2ea,33.0,1000.0,,,A somewhat different Poké Ball that makes iteasier to catch wild Pokémon at night or in darkplaces such as caves.,Dusk Ball
i_d9a20a12,33.0,1000.0,,,A somewhat different Poké Ball that becomesprogressively more effective at catching Pokémonthe more turns that are taken in battle.,Timer Ball
i_a9624115,33.0,3000.0,,,A particularly comfortable Poké Ball that makes awild Pokémon quickly grow friendlier afterbeing caught.,Luxury Ball
i_29495826,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Machop Candy
i_47ac9c6a,47.0,20.0,,,A candy that is packed with energy. When given tocertain Pokémon it will increase all their stats at once.,Machop Candy
i_58a21b39,30.0,200.0,30.0,,A spray-type medicine for treating poisoning. It can beused to lift the effects of being poisoned froma single Pokémon.,Antidote
i_8efae473,30.0,200.0,30.0,,A spray-type medicine for treating burns. It can beused to heal a single Pokémon suffering from a burn.,Burn Heal
i_af3c6019,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cap7754
i_7876a726,37.0,30000.0,,,The user bites with electrified fangs. This may alsomake the target flinch or leave it with paralysis.,TM66
i_45baa687,37.0,30000.0,,,The user bites with electrified fangs. This may alsomake the target flinch or leave it with paralysis.,TM66
i_c1434dfb,30.0,200.0,30.0,,A spray-type medicine for treating poisoning. It can beused to lift the effects of being poisoned froma single Pokémon.,Antidote
i_a53a57e6,30.0,200.0,30.0,,A spray-type medicine for treating poisoning. It can beused to lift the effects of being poisoned froma single Pokémon.,Antidote
i_05e3f90f,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Speed will growmore easily, but its Sp. Atk will grow more slowly.",Jolly Mint
i_56e0365f,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Speed will growmore easily, but its Defense will grow more slowly.",Hasty Mint
i_9d7ab3a5,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Speed will growmore easily, but its Attack will grow more slowly.",Timid Mint
i_e7a1e153,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Def will growmore easily, but its Speed will grow more slowly.",Sassy Mint
i_c104aa7d,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Def will growmore easily, but its Sp. Atk will grow more slowly.",Careful Mint
i_8eeccf5f,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Def will growmore easily, but its Defense will grow more slowly.",Gentle Mint
i_27113f95,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Def will growmore easily, but its Attack will grow more slowly.",Calm Mint
i_f05c0285,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Sp. Atk will growmore easily, but its Speed will grow more slowly.",Quiet Mint
i_6607c6cf,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Aerodactyl hold it and this stone will enableit to Mega Evolve during battle.,Aerodactylite
i_ac0c5090,50.0,20.0,10.0,,"When a Pokémon smells this mint, all of its stats willgrow at an equal rate.",Serious Mint
i_24f6b787,50.0,20.0,10.0,,"When a Pokémon smells this mint, its Speed will growmore easily, but its Sp. Def will grow more slowly.",Naive Mint
i_6df39751,32.0,200.0,30.0,,A fertilizer for growing Berries. However it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.,Damp Mulch
i_116efaaa,32.0,200.0,30.0,,A fertilizer for growing Berries. However it appearsto be unsuitable for the soil in the Hoenn region andhas no effect.,Damp Mulch
i_8fd853bb,37.0,1000.0,,,The user traps the target in a violent swirlingwhirlpool for four to five turns.,TM36
i_83ee5fa6,22.0,0.0,,,A mysterious object made of wood. Part of it seems tobe chipped. Maybe it’s meant to be part of something.,Wooden Crown
i_1225de5d,44.0,0.0,80.0,,One of a variety of mysterious Mega Stones.Have Aerodactyl hold it and this stone will enableit to Mega Evolve during battle.,Aerodactylite
i_c3066453,,20.0,,,A patch that allows a Pokémon with a regular Abilityto have a rare Ability.,Ability Patch
i_625083ac,37.0,16000.0,100.0,,The user sets off an earthquake that strikes everyPokémon around it.,TR10
i_092c4576,37.0,10000.0,90.0,,The target is hit by a strong telekinetic force.This may also lower the target’s Sp. Def stat.,TR11
i_007b09e1,10.0,2000.0,30.0,,A mysterious scale that causes a certain Pokémonto evolve. It shines in rainbow colors.,Prism Scale
i_7ad06824,17.0,1000.0,90.0,,An item to be held by a Pokémon. Its a stone tabletthat boosts the power of Ground-type moves.,Earth Plate
i_50472694,30.0,200.0,30.0,,A spray-type medicine to wake the sleeping. It can be usedto rouse a single Pokémon from the clutches of sleep.,Awakening
i_34f8419a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Hya3845
i_64ca3b70,21.0,,,,A case for holding coins obtained at theGame Corner. It can hold up to 50000 coins.,Coin Case
i_8fa0b706,,0.0,60.0,,A brightly gleaming orb to be held by Dialga.It boosts the power of Dragon- and Steel-typemoves when it is held.,Adamant Orb
i_31ae627d,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Gem2286
i_90070974,1.0,1000.0,30.0,,An item that sharply boosts the Attack stat of aPokémon during a battle. It wears off once thePokémon is withdrawn.,X Attack
i_ee532861,1.0,1000.0,30.0,,An item that sharply boosts the Attack stat of aPokémon during a battle. It wears off once thePokémon is withdrawn.,X Attack
i_2254090e,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco5944
i_35121435,22.0,0.0,,,A device made by Devon Corporation that providesoxygen to users during the use of Dive.,Devon Scuba Gear
i_0f7a1c4a,37.0,16000.0,130.0,,The user whips up a storm of leaves around thetarget. The attacks recoil harshly lowers the usersSp. Atk stat.,TR71
i_841c3a01,22.0,0.0,,,A key that opens a door in theGoldenrod Tunnel.,Basement Key
i_51599e4b,12.0,5000.0,80.0,,An item to be held by a Pokémon. This sharplyhooked claw increases the holderscritical-hit ratio.,Razor Claw
i_2b449153,22.0,,,,,Oaks Parcel
i_f917ff44,,0.0,,,A shiny green orb that is said to have a legend tiedto it. Its known to have a deep connection with theHoenn region.,Jade Orb
i_e38aa34a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco6134
i_abe2343c,22.0,0.0,,,A shiny green orb that is said to have a legend tiedto it. Its known to have a deep connection with theHoenn region.,Jade Orb
i_758e41b7,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco6134
i_09a343d8,,50000.0,30.0,,This rare ash can revive all fainted Pokémon in aparty. In doing so it also fully restores their max HP.,Sacred Ash
i_099beac6,21.0,0.0,,,A bag to carry ingredients gathered during Mallowstrial in the jungle.,Forage Bag
i_3416d2fb,21.0,0.0,,,A bag to carry ingredients gathered during Mallowstrial in the jungle.,Forage Bag
i_ead5936a,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,CMa2827
i_eef6e286,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cnc3249
i_a765d6ed,12.0,4000.0,10.0,,An item to be held by a Pokémon. It casts a trickyglare that lowers the opposingPokémons accuracy.,Bright Powder
i_557922a7,,4000.0,10.0,,An item to be held by a Pokémon. It casts a trickyglare that lowers the opposingPokémons accuracy.,Bright Powder
i_52b47df3,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Cnc3249
i_09a52fa0,21.0,0.0,,,A charm that increases the Exp. Points that Pokémoncan get. A machine-like object is inside the charm.,Exp. Charm
i_3234e227,23.0,0.0,,,A splicer that separates Kyurem and a certainPokémon when they have been fused.,DNA Splicers
i_68698d44,23.0,0.0,,,,DNA Splicers
i_e18b1d58,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Sco5984
i_c697b234,20.0,0.0,,,"A card needed for entering the inn in Canalave City.Oddly, the last date marked on it was50 years ago.",Member Card
i_dd801eea,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Snorlaxs Giga Impact to a Z-Move.,Snorlium Z
i_66768665,46.0,0.0,,,This is a crystallized form of Z-Power.It upgrades Snorlaxs Giga Impact to a Z-Move.,Snorlium Z
i_ee3fad9c,20.0,0.0,,,A feather that glows like the moon. It’s said topossess the power to dispel nightmares.,Lunar Wing
i_7f63229a,23.0,0.0,,,,Basement Key
i_396c0c98,22.0,0.0,,,A parcel entrusted into your care. You’re supposedto deliver it to your childhood friend who leftTwinleaf Town.,Parcel
i_bdf81cf3,23.0,0.0,,,A high-tech transceiver with a camera function.It allows up to four-way calls.,Xtransceiver
i_476f526c,23.0,0.0,,,,Xtransceiver
i_8f561d71,,3000.0,30.0,,A peculiar stone that can make certain species ofPokémon evolve. It has a distinct thunderbolt pattern.,Thunder Stone
i_24aaa922,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cep8974
i_cf524fd3,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cet804
i_73de8c60,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cep8238
i_71113cb8,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cep8162
i_a2667707,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cen5267
i_3af15ffd,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cep8417
i_2b6dca25,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cen551
i_e7997bd0,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cen5288
i_bfed0a6f,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cen5460
i_f9309f4a,49.0,20.0,,,An item that causes [VAR (0000)] to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,★Cen5459
i_2f25d456,10.0,2200.0,30.0,,A peculiar apple that can make a certain species ofPokémon evolve. Its exceptionally sweet.,Sweet Apple
i_1e24ecc3,39.0,0.0,,,A strange Poké Ball that will make the wildPokémon caught with it more friendly towardyou immediately.,Friend Ball
i_9408d179,30.0,350.0,30.0,,Shalour Citys famous shortbread. It can be usedonce to heal all the status conditions of a Pokémon.,Shalour Sable
i_56ab6919,30.0,350.0,30.0,,Shalour Citys famous shortbread. It can be usedonce to heal all the status conditions of a Pokémon.,Shalour Sable
i_acc6e81e,33.0,1000.0,,,A somewhat different Poké Ball that becomes moreeffective the lower the level of the wild Pokémon.,Nest Ball
i_0c951ba5,20.0,0.0,,,,Old Sea Map
i_a6297ee9,49.0,20.0,,,An item that causes VAR 0000 to appear fromthe Watchtower Lair in the Wild Area until the end ofthe day.,Eri1298
i_6fa64c37,27.0,200.0,30.0,,Water with high mineral content. It can be used torestore 30 HP to a single Pokémon.,Fresh Water
i_97c9b95a,26.0,20.0,,,"A candy that is packed with energy. When given toa Pokémon, it will increase that Pokémon’s HP.",Health Candy
i_a95274ed,26.0,20.0,,,"A candy that is packed with energy. When given toa Pokémon, it will increase that Pokémon’s Attack stat.",Mighty Candy
i_92c2e6c0,26.0,20.0,,,"A candy that is packed with energy. When given toa Pokémon, it will increase that Pokémon’s Defense stat.",Tough Candy
i_e3cfcf4f,26.0,20.0,,,"A candy that is packed with energy. When given toa Pokémon, it will increase that Pokémon’s Sp. Atk stat.",Smart Candy
i_5f12d502,26.0,20.0,,,"A candy that is packed with energy. When given toa Pokémon, it will increase that Pokémon’s Sp. Def stat.",Courage Candy
i_15af00f4,26.0,20.0,,,"A candy that is packed with energy. When given toa Pokémon, it will increase that Pokémon’s Speed stat.",Quick Candy
i_844289f1,26.0,20.0,,,"A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher, it will increasethat Pokémon’s HP.",Health Candy L
i_aa372b4a,26.0,20.0,,,"A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher, it will increase thatPokémon’s Attack stat.",Mighty Candy L
i_116e0b0c,26.0,20.0,,,"A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher, it will increasethat Pokémon’s Defense stat.",Tough Candy L
i_5f66d9cd,26.0,20.0,,,"A big candy that is packed with energy. When given toa Pokémon at Lv. 30 or higher, it will increase thatPokémon’s Sp. Atk stat.",Smart Candy L
i_c358dcf3,45.0,1000.0,50.0,,A memory disc that contains Fairy-type data.It changes the type of the holder if held bya certain species of Pokémon.,Fairy Memory
i_d688298c,23.0,0.0,,,A folding bike that enables a rider to get aroundmuch faster than with Running Shoes.,Bike
i_fe845efe,45.0,1000.0,50.0,,A memory disc that contains Fire-type data.It changes the type of the holder if held bya certain species of Pokémon.,Fire Memory
i_c847bf2a,45.0,1000.0,50.0,,A memory disc that contains Water-type data.It changes the type of the holder if held bya certain species of Pokémon.,Water Memory
i_fb3f8ba4,45.0,1000.0,50.0,,A memory disc that contains Grass-type data.It changes the type of the holder if held bya certain species of Pokémon.,Grass Memory
